Product,Strength
Spasmo  - Lyt,"2,5 microgram/2,5  microgram inhalation solution"
Spasmobloc,sol. cut 1 % - 100 ml
Spasmobloc  D,sol. cut 2 % - 100 ml
Spasmo-LYT,90 % v/v cutaneous  solution
Spasmomen,95 % v/v cutaneous  solution
SPASMOPHARM,70 % v/v cutaneous  solution
Speridan,sol. cut. 90 % - 100 ml;  1 000 ml
Speridan,sol. cut. 70 % - 100 ml;  1 000 ml
Speridan,sol. cut. 95 % - 100 ml;  1 000 ml
Speridan,70% sol. cutaneous
Speridan,90% sol. Cut.
Speridan,95% sol. Cut.
Spersadex  Comp.,90% v/v cutaneous  solution
Spersallerg,70% v/v cutaneous  solution
Spiolto  Respimat,95% v/v cutaneous  solution
Spirirtus  Salicylicus Galen-Pharma,70% v/v cutaneous  solution 100 ml; 1000ml
Spirirtus  Salicylicus Galen-Pharma,90% v/v cutaneous  solution 100 ml; 1000ml
Spiritus  Aethylicus Chemax Pharma,95% v/v cutaneous  solution 100 ml; 1000ml
Spiritus  Aethylicus Chemax Pharma,sol. cut. 95 % - 100 ml;  1 000 ml
Spiritus Aethylicus Chemax  Pharma,sol. cut. 90% - 100 ml;  1 000 ml
Spiritus  Aethylicus DVN,sol. cut. 70% - 100 ml;  1 000 ml
Spiritus  Aethylicus DVN,70 per cent vol./vol.  cutaneous solution
Spiritus  Aethylicus DVN,95 per cent vol./vol.  cutaneous solution
Spiritus  aethylicus FLO,90 per cent vol./vol.  cutaneous solution
Spiritus  aethylicus FLO,70 % v/v cutaneous  solution
Spiritus  aethylicus FLO,90 % v/v cutaneous  solution
Spiritus  Aethylicus Galen - Pharma,95 % v/v cutaneous  solution
Spiritus  Aethylicus Galen - Pharma,10% cutaneous solution
Spiritus Aethylicus Galen -  Pharma,10 g/100 g cutaneous  solution
Spiritus  Aethylicus Kupro,sol. cut. 10 % - 100 ml
Spiritus  Aethylicus Kupro,10 % w/w cutaneous  solution
Spiritus  Aethylicus Kupro,sol. cut. 1 % - 100 ml;  1 000 ml
Spiritus  Aethylicus SZ,"sol. cut - 100 ml; 0,8  kg"
Spiritus  Aethylicus SZ,1 g/100 ml cutaneous  solution
Spiritus  Aethylicus SZ,sol. cut 1 % - 100 ml; 1  000 ml
Spiritus  Aethylicus TONI - M,1 % cutaneous solution
Spiritus  Aethylicus TONI - M,1 % cutaneous solution
Spiritus Aethylicus TONI - M,1% cutaneous solution
Spiritus  Aethylicus VT,sol. cut 1 % - 100 ml
Spiritus Aethylicus VT,1% cutaneous solutio
Spiritus Aethylicus VT,sol. cut. 1% - 50 ml;  100 ml
Spiritus  Campharatus Galen-Pharma,1 % cutaneous solution
Spiritus  Camphorae Chemax Pharma,1 % cutaneous solution
Spiritus  Camphoratus Kupro,1% solution cutaneous
Spiritus Camphoratus VT,"2 % cutaneous solution,  100 ml"
Spiritus  Lavandulae 1% Тони -М,1 % cutaneous solution
Spiritus  Lavandulae Chemax Pharma,2 % cutaneous solution
Spiritus  Lavandulae Chemax Pharma,1 % cutaneous solution
Spiritus  Lavandulae Galen - Pharma,2 % cutaneous solution
Spiritus  Lavandulae Kupro,sol. cut. 1 % - 50 ml;  100 ml
Spiritus Lavandule VT,sol. cut. 2% - 100 ml
Spiritus  Mentholi Chemax Pharma,sol. cut. 1% - 100 ml
Spiritus  Mentholi Galen - Pharma,"18 micrograms inhalation  powder, hard capsule"
Spiritus  Mentholi Kupro,"2,5 microgram,  inhalation solution"
Spiritus  Mentholi Toni - M,70 % v./v.
Spiritus Mentholi VT,4 mg chewable tablets
Spiritus Salicilicus VT,5 mg chewable tablets
Spiritus  Salicylicus - FLO,10 mg film - coated tablets
Spiritus Salicylicus - Flo,100 mg film - coated  tablets
Spiritus  salicylicus Chemax Pharma,25 mg film - coated  tablets
Spiritus  salicylicus Chemax Pharma,50 mg film - coated  tablets
Spiritus  Salicylicus Kupro,25 mg coated tablets
Spiritus  Salicylicus Kupro,25 mg film - coated tablets
Spiritus  Salicylicus Toni - M,50 mg film - coated tablets
Spiritus  Salicylicus VT,100 mg film - coated tablets
Spiritus  Salicylicus VT,25 mg film - coated  tablets
Spiriva,25 mg granules
Spiriva  Respimat,100 mg film - coated  tablets
Spiriyus Aethylicus SZ,50 mg film - coated  tablets
Spirokast,25 mg film - coated  tablets
Spirokast,"18 microgram inhalation  powder, hard capsule"
Spirokast,10 ml sublingual spray
Spironolacton  - Tchaikapharma,"powd. inj. vial 1 dose +  solv. pre-filled syr. 0,5 ml - with attached needle x 1; without attached  needle x 1; with 1 or 2 separate needle x 1"
Spironolacton  - Tchaikapharma,powder and solvent for  suspension for injection
Spironolacton  - Tchaikapharma,"500 mg capsules, hard"
Spironolacton  Actavis,250 mg/5 ml granules for  oral suspension
Spironolactone  Accord,10 mg film - coated  tablets
Spironolactone  Accord,15 mg film - coated  tablets
Spironolactone  Accord,20 mg film - coated  tablets
Sprintafen,40 mg film - coated  tablets
Sprintafen,5 mg film - coated  tablets
Spylacton,70 mg effervescent  tablets
Spylacton,4 mg/5 ml concentrate  for solution for infusion
Spylacton,solution for infusion
Srivasso,10 mg  film-coated tablets
Staloral,10 mg film - coated  tablets
Stamaril,50 mg film - coated  tablets
Stamaril,100 mg film - coated  tablets
Standacillin,syrup
Standacillin,pillules
Starcrest,syrup
Starcrest,"2 mg capsules, hard"
Starcrest,15 mg tablets
Starcrest,30 mg tablets
Starcrest,15  mg tablets
Steovess,30  mg tablets
Steozol,4 mg tablets
Sterofundin ISO,8 mg tablets
STILNOX,"1,2 mg/0,6 mg lozenges"
Stilnox,"loz. 2,4 mg x 2; x 4; x  6; x 8; x 12; x 16; x 24"
Stimuloton,"1,2 mg/0,6 mg lozenges"
Stimuloton,"1,2 mg/0,6 mg lozenges"
Stodal,"8,75 mg lozenges"
Stodal,"8,75 mg/dose oromucosal  spray, solution"
Stodal Sugar Free,"8,75 mg lozenges"
Stoperan,"8,75 mg/dose oromucosal  spray, solution"
Stopex,"1,2 mg/0,6 mg/8 mg  lozenges"
Stopex,"1,2 mg/0,6 mg/100 mg  lozenges"
Stopex  Junior,"1,2 mg/0,6 mg/10 mg  lozenges"
Stopex  Junior,"1,2 mg/0,6 mg lozenges"
Stopress,powd. inf. 1 500 000 IU  - 6 ml
Stopress,1 g powder for solution  for solution injection
Strepsils  Cool,1 g powder for solution  for injection
Strepsils  Extra Blackcurrant,"50 mg capsules, hard"
Strepsils  for Children,"2,5 micrograms  inhalation solution"
Strepsils  Honey and Lemon,emul. inf. 20% - 250 ml  x 10; 500 ml x 12
Strepsils  Intensive,"500 mg capsules, hard"
Strepsils  Intensive Honey and Lemon,120 mg prolonged -  release capsules
Strepsils  Intensive Orange Sugar Free,200 mg prolonged -  release capsules
Strepsils  Intensive Spray,"47,5 mg prolonged -  release tablets"
Strepsils  Menthol and Eucalyptus,95 mg prolonged -  release tablets
Strepsils Orange with Vitamin C,20 mg/ml syrup
Strepsils  Plus,20 mg/ml oral solution
Strepsils  Warm,20 mg/ ml oral solution
Streptase,tabl. film. 75 mg x 7; x  14; x 28; x 30; x 50; x 56; x 60; x 84; x 90; x 100
Streptomycin  Floella,100 mg/ml solution for  injection
STREPTOMYCIN  TZF,100 mg/ml solution for  injection
Stresam,1g/ 1g powder for  solution for injection/infusion
Striverdi  Respimat,500 mg gastro -  resistant tablets
Structolipid  20%,powd. - 5 g
Structum,1 g/1 g powder for  solution for injection
Substitol,500 mg powder for  solution for infusion
Substitol,500 mg film - coated tablets
Succiprol,250 mg hard capsules
Succiprol,125 mg film - coated  tablets
Sudafed  Broncho Honey & Lemon,200 mg/5 ml powder for  oral suspension
Sudafed  Broncho Menthol,100 mg/5 ml powder for  oral suspension
Sudafed  Broncho methanol,400 mg/80 mg tablets
Sudroc,25 mg/ml + 5 mg/ml syrup
Sugammadex  Medichem,"12,5 mg hard capsules"
Sugammadex  Pharmazac,25 mg hard capsules
Sulcef,"37,5 mg hard capsules"
Sulfasalazin  EN,50 mg hard capsules
Sulfathiazol  Galen - Pharma,"12,5 mg hard capsules"
Sulperazon,25 mg hard capsules
Sumamed,50 mg hard capsules
Sumamed,"12,5 mg hard capsules"
Sumamed,25 mg hard capsules
Sumamed,50 mg hard capsules
Sumamed  Forte Syrup,"12,5 mg hard capsules"
Sumamed  Syrup,25 mg hard capsules
Sumetrolim,50 mg hard capsules
Sumetrolim,40 mg/ml oral suspension
Sunitinib  Alvogen,10 mg tablets
Sunitinib  Alvogen,5 mg tablets
Sunitinib  Alvogen,"9,45 mg implant"
Sunitinib  Alvogen,500 mg film - coated  tablets
Sunitinib  Mylan,40 mg gastro - resistant  tablets
Sunitinib  Mylan,10 mg film - coated  tablets
Sunitinib  Mylan,15 mg film - coated  tablets
Sunitinib  Sandoz,20 mg film - coated  tablets
Sunitinib  Sandoz,40 mg film - coated  tablets
Sunitinib  Sandoz,5 mg film - coated  tablets
Sunitinib  Teva,25 mg / ml  endotracheopumonary inst. susp.
Sunitinib  Teva,320 mg film - coated  tablets
Sunitinib  Teva,160 mg film - coated  tablets
Supofen,"160 mg/12,5 mg film - coated  tablets"
Supracard,160 mg/25 mg film - coated  tablets
Supracard,"320 mg/12,5 mg film -  coated tablets"
Suprefact Depot 3 Months,320 mg/25 mg film -  coated tablets
Suprephen,160 mg film - coated  tablets
Surmera,5 mg film - coated  tablets
Surval,10 mg film - coated  tablets
Surval,20 mg film - coated  tablets
Surval,600 mg/24 ml solution  for injection
Surval,5% gel
Surval,100 mg/5 ml oral  suspension
Survanta,75 micrograms/20  micrograms coated tablets
Suvartar,75 micrograms/30  micrograms coated tablets
Suvartar,"160 micrograms/4,5  micrograms/ actuation pressurised inhalation, suspension"
Suvartar  H,"80 micrograms/2,25  micrograms/ actuation pressurised inhalation, suspension"
Suvartar  H,"80 micrograms/4,5  micrograms/inhalation, inhalation powder"
Suvartar H,"320 micrograms/9  micrograms/inhalation, inhalation powder"
Suvartar H,"160 micrograms/4,5  micrograms/inhalation, inhalation powder"
Suvatrar,"20 mg/75 mg/124,35 mg  film - coated tablets"
Suzastor,spray nas. 2 mg/ml - 4  ml; 8 ml
Suzastor,"sol. inj. 0,5 mg/ml - 1  ml x 10"
Suzastor,2 mg/ml syrup
SVLIPON,
Syafen,
Syafen,
Sylgestrel 20,описание:
Sylgestrel 30,
Symbicort,"1,5 mg film - coated  tablets"
Symbicort,1000 mg tablets
Symbicort  Turbuhaler,100 mg solution for  injection
Symbicort  Turbuhaler,25 mg solution for  injection
Symbicort Turbuhaler,50 mg solution for  injection
Sympathyl,"0,5 mg capsules, hard"
Synarel,"1 mg capsules, hard"
Syntostigmin,"5 mg capsules, hard"
Syresp,"0,5 mg capsules, hard"
,"1 mg capsules, hard"
"Одобрени КХП на лекарствени продукти, разрешени за употреба в Р.  България","0,5 mg capsules, hard"
,"1 mg capsules, hard"
търговско  наименование:,"5 mg capsules, hard"
,10 mg film - coated  tablets
Tabex,20 mg film - coated  tablets
Tachipirin,"2,5 mg film - coated  tablets"
Tachyben,10 mg film - coated  tablets
Tachyben,20 mg film - coated  tablets
Tachyben,5 mg film - coated  tablets
Tacni,"2,5 mg film - coated  tablets"
Tacni,5 mg film - coated  tablets
Tacni,10 mg film - coated  tablets
Tacrolimus  Accord,20 mg film -coated tablets
Tacrolimus Accord,10 mg film - coated  tablets
Tacrolimus Pergamus,"2,5 mg film-coated  tablets"
Tacrolimus Pergamus,5 mg film - coated  tablets
Tacrolimus Pergamus,10 mg film - coated  tablets
Tadalacon,20 mg film - coated  tablets
Tadalacon,5 mg film - coated  tablets
Tadalafil  Accord,5 mg film - coated  tablets
Tadalafil  Accord,10 mg film - coated  tablets
Tadalafil  Accord,20 mg film - coated  tablets
Tadalafil  Accord,caps. 50 mg x 10; x 30
Tadalafil  Actavis,"2,5 mg film - coated  tablets"
Tadalafil  Actavis,20 mg film - coated  tablets
Tadalafil  Actavis,5 mg film - coated  tablets
Tadalafil  Actavis,10 mg film - coated  tablets
Tadalafil  KV,"5 micrograms/ml eye  drops, solution in single - dose container"
Tadalafil  KV,"15 micrograms/ml eye  drops, solution in single-dose container"
Tadalafil  KV,20 mg/ml solution for  injection
Tadalafil  SPM,1000 mg oral suspension
Tadalafil  SPM,500 mg chewable tablets
Tadalafil  SPM,10 mg film - coated  tablets
Tadalafil  STADA,1 mg/ml syrup
Tadalafil  STADA,10 mg/10 ml syrup
Tadalafil  STADA,"12,5 mg tablets"
Tadenan,25 mg tablets
Tadilecto,"6,25 mg tablets"
Tadilecto,200 mg film - coated  tablets
Tadilecto,25 mg film - coated  tablets
Tadilecto,50 mg film - coated  tablets
Taflotan,100 mg film - coated  tablets
Taflotan,"0,4 mg modified -  release capsules, hard"
Takipril,"0,5 mg/0,4 mg capsules,  hard"
Talcid,5 mg/5 mg hard capsules
Talcid,10 mg/5 mg hard capsules
Talert,20 mg tablets
Talert,10 mg tablets
Talert,10 mg tablets
Talliton,"0,5 mg/0,4 mg capsules,  hard"
Talliton,"0,4 mg modified -  release capsules"
Talliton,"0,5 mg/0,4 mg capsules, hard"
Talopam,"0,4 mg modified - release  capsules, hard"
Talopam,"0,4 mg modified -  release capsules"
Talopam,40 mg film - coated  tablets
Talopam,10 mg film - coated  tablets
Tamaliz,20 mg film - coated  tablets
Tamaliz DuoD,40 mg film - coated  tablets
Tamayra,40 mg/10mg film - coated  tablets
Tamayra,20 mg/5 mg film - coated  tablets
"Tamoxifen ""Ebewe""",40 mg/5 mg film - coated  tablets
"Tamoxifen ""Ebewe""","20 mg/12,5 mg film - coated  tablets"
Tamoxifen  Sopharma,"40 mg/12,5 mg film - coated  tablets"
Tamprost  DUO,5% cream
Tamsol,5% gel
Tamsterid,600 mg/10 mg powder for  oral solution in sachet
Tamsucon,600 mg/10 mg powder for  oral solution in sachet
Tamsudil,600 mg/10 mg powder for  oral solution in sachet
Tanakan,"0,3 % oromucosal spray,  solution"
Tansidor,"0,15% mouth wash"
Tansidor,"0,15% oromuconasal  spray, solution"
Tansidor,with eucalyptus flavor 3  mg lozenges
Tansidor  Duo,with lemon flavor 3 mg  lozenges
Tansidor  Duo,with mint flavor 3 mg  lozenges
Tansidor Duo,with orange - honey  flavor 3 mg lozenges
Tansidor  H,"0,3 % oromucosal spray"
Tansidor H,3 mg lozenges
Tantum,3 mg lozenges
Tantum,3 mg lozenges
Tantum flu lemon - honey taste,3 mg lozenges
Tantum flu lemon taste,20 mg film - coated  tablets
Tantum  flu orange taste,40 mg film-coated  tablets
Tantum  Verde,80 mg film-coated  tablets
Tantum  Verde,"40 mg/12,5 mg tablets"
Tantum  Verde,"80 mg/12,5 mg tablets"
Tantum Verde,80 mg/25 mg tablets
Tantum Verde,0.4 mgprol-rel. tablets
Tantum Verde,"0,4 mg modified -  release capsules, hard"
Tantum Verde,"0,4 mg prolonged -  release tablets"
Tantum Verde Forte,10 mg film - coated  tablets
Tantum  Verde with Eucalyptus Flavor,20 mg film - coated  tablets
Tantum  Verde with Lemon Flavor,40 mg film - coated  tablets
Tantum Verde with Mint Flavor,"15 micrograms/ml + 5  mg/ml eye drops, solution"
Tantum  Verde with Orange-Honey Flavor,tabl. prolong 80 mg x 30
Tanydon,60 mg/30 mg prolonged -  release tablets
Tanydon,80 mg/40 mg prolonged -  release tablets
Tanydon,"15 mg/7,5 mg prolonged -  release tablets"
Tanydon  HCT,"2,5 mg/1,25 mg prolonged  - release tablets"
Tanydon  HCT,30 mg/15 mg prolonged -  release tablets
Tanydon  HCT,"5 mg/2,5 mg  prolonged-release tablets"
Tanyz,10 mg/5 mg  prolonged-release tablets
Tanyz,20 mg/10 mg  prolonged-release tablets
Tanyz  Eras,40 mg/20 mg  prolonged-release tablets
Tanzidor,400 mg powder and  solvent for solution for injection/infusion or oral solution
Tanzidor,180 mg/2 mg modified -  release tablets
Tanzidor,240 mg/2 mg modified -  release tablets
Taptiqom,240 mg/4 mg modified -  release tablets
Tardyferon,"oral drops, solution"
Targin,250 mg film - coated  tablets
Targin,5 mg/ml solution for infusion
Targin,500 mg film - coated tablets
Targin,"150 mg gastro -  resistant capsules, soft"
Targin,"300 mg gastro -  resistant capsules, soft"
Targin,"20 mg/0,5 ml concentrate  and solvent for solution for infusion"
Targin,100 mg film - coated  tablets
Targin,"4g/0,5g powder for  solution for infusion"
Targin,"4g/0,5g powder for  solution for infusion"
Targocid,"1,0 mg/ 3,0 mg/ ml eye  drops, solution"
Tarka,80 mg film - coated  tablets
Tarka,240 mg film - coated tablets
Tarka,1 mg kit for  radiopharceutical preparation
Tartephedreel,40 mg gastro - resistant  tablets
Tavanic,"3 mg/0,02 mg film -  coated tablets"
Tavanic,"3 mg/0,02 mg film -  coated tablets"
Tavanic,200 mg tablets
Tavipec,20 micrograms kit for  radiopharmaceutical preparation
Tavipec  FORTE,40 mg/10 mg tablets
Taxegis,40 mg/5 mg tablets
Taxier,80 mg/10 mg tablets
Tazocin,80 mg/5 mg tablets
Tazocin,80 mg/5 mg tablets
Tears  naturale II,180 mg film - coated  tablets
Tebokan,80 mg/10 mg tablets
Tebokan  Max,80 mg/5 mg tablets
Techescan  Sestamibi,20 mg film - coated  tablets
Tecta,40 mg film - coated  tablets
Teenia,80 mg film - coated  tablets
Teenia  28,"80 mg/12,5 mg tablets"
Tegretol,80 mg/25 mg tablets
Tektrotyd,"40 mg/12,5 mg tablets"
Teldipin,"80 mg/12,5 mg tablets"
Teldipin,80 mg/25 mg tablets
Teldipin,20 mg film - coated  tablets
Teldipin,40 mg film - coated  tablets
Teldipin,80 mg film - coated  tablets
Telfast,"40 mg/12,5 mg tablets"
Telfort,"80 mg/12,5 mg tablets"
Telfort,80 mg/25 mg tablets
Telmark,20 mg tablets
Telmark,40 mg tablets
Telmark,80 mg tablets
Telmark  Plus,20 mg tablets
Telmark Plus,20 mg film - coated  tablets
Telmimed  Plus,40 mg film - coated  tablets
Telmimed  Plus,80 mg film - coated  tablets
Telmimed  Plus,20 mg tablets
Telmisartan  EGIS,80 mg/25 mg tablets
Telmisartan  EGIS,"80 mg/12,5 mg tablets"
Telmisartan  EGIS,"40 mg/12,5 mg tablets"
Telmisartan  Hydrochlorothiazide Stada,"80 mg/12,5 mg tablets"
Telmisartan  Hydrochlorothiazide Stada,"40 mg/12,5 mg coated  tablets"
Telmisartan  Hydrochlorothiazide Stada,80 mg/25 mg tablets
Telmisartan  Jubilant,"40 mg/12,5 mg tablets"
Telmisartan  Jubilant,"80 mg/12,5 mg tablets"
Telmisartan  Jubilant,"80 mg/12,5 mg tablets"
Telmisartan  Renantos,80 mg/25 mg tablets
Telmisartan  Stada,"40 mg/12,5 mg tablets"
Telmisartan  Stada,80 mg/25 mg tablets
Telmisartan  Stada,"80 mg/12,5 mg tablets"
Telmisartan  Zentiva,"40mg/12,5 mg coated  tablets"
Telmisartan/  Hydrochlorothiazide Stada,"80mg/12,5 mg coated  tablets"
Telmisartan/  Hydrochlorothiazide Stada,"80 mg/12,5 mg tablets"
Telmisartan/  Hydrochlorothiazide Stada,80 mg/25 mg tablets
Telmisartan/  Hydrochlorothiazide Teva,"40 mg/12,5 mg tablets"
Telmisartan/Hydrochlorotbiazide  Sandoz,80 mg/25 mg tablets
Telmisartan/Hydrochlorothiazide  Billev,"80 mg/12,5 mg tablets"
Telmisartan/Hydrochlorothiazide  Billev,20 mg tablets
Telmisartan/Hydrochlorothiazide  Billev,40 mg tablets
Telmisartan/Hydrochlorothiazide  Chemo Iberica,80 mg tablets
Telmisartan/Hydrochlorothiazide  Chemo Iberica,"40 mg/12,5 mg tablets"
Telmisartan/Hydrochlorothiazide  Egis,"80 mg/12,5 mg tablets"
Telmisartan/Hydrochlorothiazide  Egis,80 mg/25 mg tablets
Telmisartan/Hydrochlorothiazide  Egis,"40 mg/12,5 mg tablets"
Telmisartan/Hydrochlorothiazide  Sandoz,"80 mg/12,5 mg tablets"
Telmisartan/Hydrochlorothiazide  Sandoz,80 mg/25 mg tablets
Telmisartan/Hydrochlorothiazide  Teva,80 mg/25 mg tablets
Telmisartan/Hydrochlorothiazide  Teva,80 mg tablets
Telmisartan/Hydrochlorothizide  Egis,80 mg/25 mg tablets
Telmisartan/Hydrochlorothizide  Egis,"81 mg/12,5 mg tablets"
Telmisartan/Hydrochlorothizide  Egis,4 mg/ml solution for  injection
Telmitan,"100 mg capsules, hard"
Telmitan,140 mg hard capsules
Telmitan,180 mg hard capsules
Telmitan Plus,250 mg hard capsules
Telmitan Plus,5 mg hard capsules
Telmitan Plus,100 mg hard capsules
Telmitex,20 mg hard capsules
Telmitex,500 mg/20 mg film -  coated tablets
Telmitex,tabl. Film 500 mg
Telmotens Plus,1 g powder for solution  for injection
Telsart,500 mg powder for  solution for injection
Telsol  Plus,2 g powder for oral  injection
Telsol  Plus,1000 mg powder for  solution for injection
Temelor,2000 mg powder for  solution for injection
Temozolomide  Actavis,500 mg powder for  solution for injection
Temozolomide  Glenmark,l mg tablets
Temozolomide  Glenmark,245 mg film - coated tablets
Temozolomide  Glenmark,245 mg film - coated tablets
Temozolomide  Glenmark,245 mg film - coated  tablets
