Product,Strength
Utrogestan,160 mg film - coated  tablets
Utrogestan,40 mg film - coated  tablets
,80 mg film - coated  tablets
"Одобрени КХП на лекарствени продукти, разрешени за употреба в Р.  България",20 mg/160 mg film -  coated tablets
,10 mg/160 mg film -  coated tablets
търговско  наименование:,10 mg/80 mg film -  coated tablets
,20 mg/80 mg film -  coated tablets
Vabadin,320 mg film - coated  tablets
Vabadin,500 mg/150 mg film -  coated tablets
Vabadin,450 mg film - coated  tablets
Vacciflu  2011/2012,50 mg/ml powder for oral  solution
Vacontil,250 mg film - coated  tablets
Vagifem,500 mg film - coated  tablets
Vagirux,1 000 mg film - coated  tablets
Vagisan,500 mg hard capsules
Vagothyl,250 mg/5 ml granules for  oral suspension
Valaric,30 mg film - coated  tablets
Valaric,200 mg film - coated  tablets
Valaric,100 mg/90 mg coated  tablets
Valarox,"tabl. subling. 0,06 g x  20"
Valarox,1 g powder for solution  for injection or infusion
Valarox,2 g powder for solution  for injection or infusion
Valarox,160 mg film - coated  tablets
Valcatuna,320 mg film - coated  tablets
Valcomb,40 mg film - coated  tablets
Valcyte,80 mg film - coated  tablets
Valcyte,"160 mg capsules, hard"
Valdacir,"40 mg capsules, hard"
Valdacir,"80 mg capsules, hard"
Valdacir,160 mg film - coated tablets
Valdocef,"160 mg/12,5 mg film -  coated tablets"
Valdocef,160 mg/25 mg film -  coated tablets
Valeriana,160 mg film - coated  tablets
Valeriana  Max,320 mg film - coated  tablets
Valevit,"160 mg/12,5 mg film -  coated tablets"
Validol,160 mg/25 mg film -  coated tab
Valoran,320 mg film - coated  tablets
Valoran,40 mg film - coated  tablets
Valsacor,80 mg film - coated  tablets
Valsacor,160 mg film - coated  tablets
Valsacor,10 mg/80 mg film -  coated tablets
Valsacor,20 mg/80 mg film -  coated tablets
Valsagen,10 mg/160 mg film - coated  tablets
Valsagen,20 mg/160 mg film -  coated tablets
Valsagen,160 mg film - coated  tablets
Valsalen,320 mg film - coated  tablets
Valsalen  H,40 mg film - coated  tablets
Valsalen  H,80 mg film - coated  tablets
Valsarcon,"80 mg/12,5 mg film -  coated tablets"
Valsarcon,"160 mg/12,5 mg film -  coated tablets"
Valsarcon  - Co,160 mg/25 mg film -  coated tablets
Valsarcon  - Co,"320 mg/12,5 mg film -  coated tablets"
Valsargamma,320 mg/25 mg film -  coated tablets
Valsargamma,160 mg film - coated  tablets
Valsargamma,40 mg film - coated  tablets
Valsargamma,80 mg film - coated  tablets
Valsaros,5 mg/80 mg film - coated  tablets
Valsaros,5 mg/160 mg film -  coated tablets
Valsaros,10 mg/160 mg film -  coated tablets
Valsaros,"80 mg/12,5 mg film - coated  tablets"
Valsartan  Zentiva,"160 mg/12,5 mg film - coated  tablets"
Valsartan  Zentiva,"10 mg/160 mg/12,5 mg  film - coated tablets"
Valsartan  Zentiva,10 mg/160 mg/25 mg film  - coated tablets
Valsartan  Zentiva,"5 mg/160 mg/12,5 mg film  - coated tablets"
Valsartan/Hydrochlorothiazide  Krka,160 mg film - coated  tablets
Valsartan/Hydrochlorothiazide  Krka,40 mg film - coated  tablets
Valsartan/Hydrochlorothiazide  Krka,80 mg film - coated  tablets
Valsartan/Hydrochlorothiazide  Krka,160 mg/25 mg film -  coated tablets
Valsartan/Hydrochlorothiazide  Krka,160 mg film - coated  tablets
Valsavil,10 mg/160 mg film -  coated tablets
Valsavil,5 mg/160 mg film -  coated tablets
Valsavil,5 mg/160 mg/ 12.5 mg  film - coated tablets
Valsavil  AM,10 mg/320 mg/ 25 mg film  - coated tablets
Valsavil  AM,"10 mg/160 mg/ 12,5 mg  film - coated tablets"
Valsavil  AM,5 mg/160 mg/ 25 mg film  - coated tablets
Valsavil  Comp,10 mg/160 mg/ 25 mg film  - coated tablets
Valsavil  Comp,80 mg film - coated  tablets
Valsavil Trio,160 mg film - coated  tablets
Valsavil Trio,320 mg film - coated  tablets blisters
Valsavil Trio,160 mg/25 mg film -  coated tablets
Valsol,"160 mg/12,5 mg film -  coated tablets"
Valsol,"80 mg/12,5 mg film -  coated tablets"
Valsol,"320 mg/12,5 mg film - coated  tablets"
Valsol Plus,320 mg/25 mg film - coated  tablets
Valstor,500 mg film - coated  tablets
Valtensam,"5 mg/160 mg/12,5 mg film  - coated tablets"
Valtensam,5 mg/ 160 mg/ 25 mg film  - coated tablets
Valtensam  Comp,"10 mg/160 mg/ 12,5 mg  film - coated tablets"
Valtensam  Comp,10 mg/160 mg/ 25 mg film -  coated tablets
Valtensam  Comp,10 mg/ 320 mg/ 25 mg film  - coated tablets
Valtensam  Comp,80 mg film - coated  tablets
Valtensam  Comp,160 mg film - coated tablets
Valtensin,160 mg/25 mg film -  coated tablets
Valtensin,"80 mg/12,5 mg film -  coated tablets"
Valtensin,"160 mg/12,5 mg  film-coated tdblets"
Valtensin  Pius,320 mg film - coated  tablets
Valtensin  Plus,160 mg film - coated  tablets
Valtensin  Plus,80 mg film - coated  tablets
Valtensin  Plus,40 mg film - coated  tablets
Valtensin  Plus,160 mg film - coated  tablets
Valtrex,80 mg film - coated  tablets
Valtricom,"160 mg/12,5 mg film -  coated tablets"
Valtricom,160 mg/25 mg film -  coated tablets
Valtricom,"80 mg/12,5 mg film -  coated tablets"
Valtricom,lg powder for solution  for infusion
Valtricom,1 000 mg powder for  solution for infusion
Valzap,500 mg powder for  solution for infusion
Valzap,1000 mg powder for  solution for infusion
Valzap  H,500 mg powder for  solution for infusion
Valzap  H,500 mg powder for  solution for infusion
Valzap  H,1 000 mg powder for  solution for infusion
Vamadrid,1000 mg powder solu.  Inf.
Vamadrid,500 mg powder for  concetrate for solution for infusion
Vamadrid,1000 mg powder for  concentrate for solution for infusion
Vamadrid,1000 mg powder for  concentrate for solution for infusion
Vanatex,500 mg powder for  concetrate for solution for infusion
Vanatex,500 mg powder for  concetrate for solution for infusion
Vanatex  HCT,1000 mg powder for  concetrate for solution for infusion
Vanatex  HCT,1000 mg powder for  concentrate for solution for infusion
Vanatex  HCT,500 mg powder for  concentrate for solution for infusion
Vancocin CP,1000 mg powder for  solution for infusion
Vancomicyn Bendalis,1000 mg powder for  solution for infusion
Vancomicyn Bendalis,500 mg powder for  solution for infusion
Vancomycin  - CNP,50 mg implant
Vancomycin  - CNP,160 mg film - coated  tablets
Vancomycin  - MIP,80 mg film - coated  tablets
Vancomycin - MIP,"susp. inj. 25 U - 0,5 ml  x 1"
Vancomycin  CNP,susp. inj. 50 U - 1 ml  x1
Vancomycin  Hospira,5 mg film - coated tablets
Vancomycin  Hospira,10 mg film - coated tablets
Vancomycin  Hospira,20 mg film - coated tablets
Vancomycin  Hospira,10 mg film - coated  tablets
Vancomycin  Kabi,20 mg film - coated  tablets
Vancomycin  Kabi,5 mg film - coated  tablets
Vancomycin  Pfizer,powder and solvent  suspension for injection pre - filled syringe
Vancomycin  Pfizer,100 mg film - coated  tablets
Vancomycin  Sandoz,150 mg film - coated  tablets
Vancomycin-MIP,35 mg modified - release  tablets
Vancomycin-MIP,nonabsorbable sutures
Vantas,20 mg film - coated  tablets
VAPRESS,40 mg film - coated  tablets
VAPRESS,10 mg film - coated  tablets
Vaqta,5 mg film - coated  tablets
Vaqta,"0,03 mg/3 mg film -  coated tablets"
Vardenafil  SPM,5 mg tablets
Vardenafil  SPM,10 mg tablets
Vardenafil  SPM,600 mg prolonged -  release tablets
Vardenafil  Stada,10 mg tablets
Vardenafil  Stada,20 mg tablets
Vardenafil  Stada,5 mg tablets
Varivax,75 mg film - coated  tablets
Varlota,"0,5 ml suspension for  injection"
Varlota,"pediatric use 0,25 ml  suspension for injection"
Vascotasin,suspension for injection  in pre - filled syringe
Vascufil,"37,5 mg prolonged -  release hard capsules"
Vasilip,75 mg prolonged -  release hard capsules
Vasilip,150 mg prolonged -  release hard capsules
Vasilip,"3 mg/0,02 mg film -  coated tablets"
Vaslosperan,67 micrograms sublingual  tablets
Vasmin,133 micrograms sublingual  tablets
Vasodipin,267 micrograms  sublingual tablets
Vasodipin,400 micrograms sublingual  tablets
Vasonit,533 micrograms sublingual  tablets
Vasopren,800 micrograms sublingual  tablets
Vasopren,90 mg/15 mg prolonged -  release tablets
Vasopren,60 micrograms/ 15  micrograms film - coated tablets
Vatoud,"75 mg prolonged -  release capsules, hard"
VAXIGRIP,"150mg prolonged - release capsules, hard"
Vaxigrip,"75 mg prolonged -  release capsules, hard"
Vaxigrip Tetra,"150 mg prolonged -  release capsules, hard"
Velaxin,caps. prolong release  150 mg x 7; x 10; x 14; x 20; x 28; x 30; x 50; x 56; x 60; x 100
Velaxin,"caps. prolong release  37,5 mg x 7; x 10; x 14; x 20; x 28; x 30; x 50; x 56; x 60; x 100"
Velaxin,1000 IU/g gel
Velgyn,2 % gel
Vellofent,"300 mg capsules, hard"
Vellofent,"200 mg capsules, hard"
Vellofent,180 mg hard capsules
Vellofent,100 micrograms/dose  inhalation powder
Vellofent,"100 micrograms/metered  actuation, pressurised inhalation, suspension"
Vellofent,5 mg/ml nebuliser  solution
Venalot  Depot,2 mg/5 ml syrup
Vendiol,"20 mg/ml + 5 mg/ml eye  drops, solution"
Venlacon  PR,"0,02 mg/3 mg film -  coated tablets"
Venlacon PR,tabl. film 80 mg x 50
Venlafectin,240 mg prolonged -  release tablets
Venlafectin,40 mg coated tablets
Venlift  XL,80 mg coated tablets
Venlift  XL,120 mg prolonged -  release tablets
Venoprotect,tabl. film 40 mg x 50
Venoruton,40 mg film - coated  tablets
Venoruton,80 mg film - coated  tablets
Venosmil,tabl. film 40 mg x 50
Venovit,10 % ointment
Ventilastin  Novolizer,8 mg tablets
Ventolin  Inhaler,16 mg tablets
Ventolin  Solution,24 mg tablets
Ventolin  Syrup,100 mg tablets
Venturax,240 mg prolonged -  release tablets
Veqann,"powd inj + solv - 2,5  IU/ 0,5 ml x 1; x 5"
Verapamil  - Tchaikapharma,powder and solvent for  suspension for injection
Verapamil  - Tchaikapharma,50 mg film - coated tablets
Verapamil  - Tchaikapharma,200 mg film - coated tablets
Verapamil  - Tchaikapharma,5 % medicated plaster
Verapamil  Actavis,700 mg medicated plaster
Verapamil  NIHFI,20 mg/40 mg tablets
Verapamil  Sopharma,"oral drops, solution"
Verapamil  Sopharma,tablets
Verapamil  Unipharm,16  mg tablets
Veregen,24 mg tablets
Verimed,8 mg tablets
Verimed,8 mg tablets
Verimed,16 mg tablets
Vermox,24  mg tablets
Verogalid  ER,16  mg tablets
Verorab,24 mg tablets
Verorab,10 mg film - coated  tablets
Verria,5 mg film - coated  tablets
Verria,1 mg/ml oral suspension
Versatis,10 mg film - coated  tablets
Versatis,5 mg film - coated  tablets
Vertigix,5 mg film - coated tablets
Vertigoheel,5 mg film - coated  tablets
Vertigoheel,10 mg film - coated  tablets
Vertimed,"6 mg/0,4 mg modified -  release tablets"
Vertimed,"250 LSU capsules, soft"
Vertimed,600 LSU/2 ml solution  for injection
Vertisan,8 mg tablets
Vertisan,16 mg tablets
Vertisan  N,24 mg tablets
VERTOTRIT,"3 mg/0,0 2 mg film -  coated tablets"
VERTOTRIT,"3,5 mg/2,5 mg tablets"
Vesicare,7 mg/5 mg tablets
Vesicare,"7 mg/5 mg/2,5 mg film -  coated tablets"
Vesicare,powder for solution for  infusion
Vesifix,"2400 IU cutaneous spray,  solution"
Vesifix,5 mg film - coated  tablets
Vesimed,10 mg film - coated tablets
Vesisol,20 mg film - coated tablets
Vesisol,100 mg dispersible  tablets
Vesomni,"0,25%/0,025% nasal  spray, solution"
Vessel  Due F,"0,25%/0,025% nasal gel"
Vessel  Due F,"0,25 %/0,025% nasal  drops, solution"
Vestibo,245 mg film - coated  tablets
Vestibo,
Vestibo,5 mg/ml solution for  infusion
Veyann,5 mg tablets
Viacoram,10 mg tablets
Viacoram,"1000 mg/12,2 mg powder  for oral solution"
Viacorlix,500 mg/200 mg/10 mg  powder for oral solution
Viant,"1000 mg/12,2 mg powder  for oral solution"
Viatromb,200 mg/15 ml syrup
Viavardis,"0,5 mg/ml nasal spray,  solution"
Viavardis,500 mg/200 mg/10 mg  powder for oral solution
Viavardis,50 micrograms/h  transdermal patch
Vibramycin,25 micrograms/h  transdermal patch
Vibrocil,75 micrograms/h  transdermal patch
Vibrocil,100 micrograms/h  transdermal patch
Vibrocil,"250 mg gastro -  resistant capsules, hard"
Vibrofob,"400 mg gastro -  resistant capsules, hard"
Viburcol  N,2 mg/g eye gel
Vicetin,4 mg/10 mg tablets
Vicetin,4 mg/5 mg tablets
Vicetin,8 mg/10 mg tablets
Vicks  Active Max,8 mg/5 mg tablets
Vicks  Antigrip Complex,"5 mg/ml eye drops,  solution"
Vicks  Antigrip Max,"20 000 IU/ml oral drops,  solution"
Vicks  Expecto Honey And Ginger,50 mg tablets
Vicks  Sinex Aloe and Eucalyptus,50 mg fiml - coated  tablets
Vicks  SymptoMed Complete,100 mg fiml - coated  tablets
Victanyl,"75 mg gastro - resistant  capsule,hard"
Victanyl,"200 mg capsules, hard"
Victanyl,50 mg tablets
Victanyl,50 mg/1000 mg film -  coated tablets
Videx  EC,50 mg/850 mg film -  coated tablets
Videx  EC,500 mg /20 mg modified -  release tablets
Vidisic,10 mg/ml concentrate for  solution for infusion
Vidonorm,10 mg/ml concentrate for  solution for infusion
Vidonorm,10 mg/ml concentrate for  solution for infusion
Vidonorm,"10 mg/ml, concentrate  for solution for infusion"
Vidonorm,"50 mg/5 ml, concentrate  for solution for infusion"
Vigamox,5 mg tablets
Vigantol,10 mg tablets
Viglita,10 mg tablets
Vigrande,5 mg tablets
Vigrande,5 % cutaneous stick
Viklaren,"100 mg capsules, hard"
Vilarib,245 mg film - coated  tablets
Vildagliptin  Calenicum,10 mg/g gel
Vilspox,50 mg/ml syrup
Vilspox,2 mg tablets
Vimovo,100 g cutaneous solution
Vinorelbin Actavis,"0,5 mg/ml eye drops,  solution"
Vinorelbin  Ebewe,"0,5 mg/ml eye drops,  solution"
Vinorelbine  Mylan,320 mg I/ml solution for  injection
Vinorelbine  Polpharma,"4 Allergan  Units/0,1 ml Powder for solution for injection"
Vinorelbine  Polpharma,1 mg/g + 5 mg/g + 2000  IU/g ointment
Vinpex,"40 000 IU/ml oral drops,  solution"
Vinpex,40 mg/ml solution for  injection
Vinpo-10,100 micrograms/ml  solution for injection
Vinpocetine  Covex,1000 micrograms/ml  solution for injection
Viranti,250 micrograms/ml  solution for injection
Viregyt  - K,500 micrograms/ml  solution for injection
Virofob,1000 micrograms coated  tablets
Viru - Merz,1000 micrograms coated  tablets
Viruprinol,5 mg/ml solution for  injection
Visanne,tabl. film. x 20
Vishiven,solution for injesction
Visifrin  Adipharm,film -  coated tablets
Visine,sol. inj. 80 mg/ml - 2  ml x10; x 100
Visipaque,50 mg/ml - 2 ml x 10; x  50 solution for injection
Vistabel,sol. inj. 50 mg/ml - 2  ml x 10; x 50
Vita-Merfen,100 mg/ml solution for  injection
Vitamin  A Sopharma,100 mg/ml solution for  injection
Vitamin B 1 Sopharma,100 mg/ml solution for  injection
Vitamin  B 12,1 000 IU tablets
Vitamin  B 12,25 mg film - coated  tablets
Vitamin  B 12,2 ml solution for  injection
Vitamin  B 12,tablets
Vitamin  B 12 Ankermann,200 mg film - coated  tablets
Vitamin  B 12 Renantos,10 mg tablets
Vitamin B 2 Sopharma,20 mg tablets
Vitamin  B Complex,5 mg tablets
Vitamin  B Complex,10 mg tablets
Vitamin  B Complex,5 mg tablets
Vitamin  B1 Sopharma,"10 mg/12,5 mg tablets"
Vitamin  B6,"20 mg/12,5 mg tablets"
Vitamin  B6 Sopharma,20 mg tablets
Vitamin  C DS,"2,5 mg tablets"
Vitamin  C Sopharma,5 mg tablets
Vitamin  C VP,10 mg tablets
Vitamin  D3 Renantos,5 mg/10 mg hard capsules
Vitamin  В 6 Sopharma,5 mg/5 mg hard capsules
Vitamin  В Complex,10 mg/5 mg hard capsules
Vitamin  В Complex,10 mg/10 mg hard  capsules
Vitango,10 mg film - coated  tablets
Vitopril,5 mg film - coated  tablets
Vitopril,20 mg film - coated  tablets
Vitopril,40 mg film - coated  tablets
Vitopril  Plus,"20 mg/12,5 mg film -  coated tablets"
Vitopril  Plus,20 mg/25 mg film -  coated tablets
Vitopril  plus,"40 mg/12,5 mg film -  coated tablets"
Vitopril  plus,40 mg/25 mg film -  coated tablets
Vitopril Plus,250 mg film - coated  tablets
Vivace,500 mg film - coated  tablets
Vivace,"oral drops, solution"
Vivace,"oral drops, solution"
Vivace Duo,10 mg film - coated  tablets
Vivace Duo,"2,5 mg film - coated  tablets"
Vivace Duo,20 mg film - coated  tablets
Vivace Duo,5 mg film - coated  tablets
Vivactra,"0,3 mg/ml eye drops,  solution"
Vivactra,"0,05 mg/ml eye drops,  solution"
Vivactra,"0,3 mg/ml + 5 mg/ml eye drops, solutions"
Vivactra,"0,05 mg/ml eye drops,  solution"
Vivactra  Plus,"40 micrograms/ml eye  drops, solution"
Vivactra  Plus,25 mg gastro - resistant  tablets
Vivactra  Plus,50 mg gastro - resistant  tablets
Vivactra  Plus,100 mg suppositories
Vivex,50 mg suppositories
Vivex,75 mg/3 ml solution for  injection
Vivoton H,supp. 100 mg x 5
Vivoton  S,"12,5 mg capsules, soft"
Vixantus,"12,5 mg film - coated  tablets"
Vixantus,"1,16 % gel"
Vixantus,"2,32% gel"
Vixantus,100 mg prolonged -  release tablets
Vizibim,50 mg powder for oral  solution
Vizilat,6 % solution for  infusion
Vizimaco,sol. inf. - 250 ml x 10;  x 20; x 40
Vizine,sol. inf. - 500 ml x 10;  x 15; x 20
Vizitrav,10% solution for  infusion
Voltaren,"6% + 0,9% solution for  infusion"
Voltaren,40 mg suppositories
Voltaren,oral drops - 30 ml
Voltaren,supp. x 12
Voltaren,150 mg film - coated  tablets
Voltaren  100,500 mg film - coated  tablets
Voltaren  Dolo,200 mg powder for  solution for infusion
Voltaren  Dolo,200 mg powder for  solution for infusion
Voltaren  Emulgel,200 mg powder for  solution for infusion
Voltaren  Forte,200 mg film-coated  tablets
Voltaren  Retard,50 mg film-coated  tablets
Voltfast,200 mg film - coated  tablets
Volulyte,50 mg film - coated  tablets
Voluven,200 mg powder for  solution for infusion
Voluven,200 mg film - coated  tablets
Voluven,50 mg film - coated  tablets
Voluven,200 mg powder for  solution for infusion
Vomacur,200 mg powder for  solution for solution for infusion
Vomitusheel,"3,5 mg powder for  solution for injection"
Vomitusheel  S,40 mg film - coated  tablets
Vopecidex,5 mg film - coated  tablets
Vopecidex,10 mg film - coated  tablets
Voriconazole  Accordpharma,20 mg film - coated  tablets
Voriconazole  Actavis,
Voriconazole  Frezenius Kabi,
Voriconazole  Medochemie,описание:
Voriconazole  Medochemie,
Voriconazole  Richter,40 mg film - coated tablets
Voriconazole  Richter,80 mg film - coated tablets
Voriconazole Sandoz,160 mg film - coated tablets
Voriconazole  Syntbon,10 mg/ 320 mg  film-coated tablets
Voriconazole  Syntbon,10 mg/160 mg film-coated  tablets
Voriconazole Syntbon,5 mg/160 mg film-coated  tablets
Vorifungal,5 mg/320 mg film-coated  tablets
Vortemyel,5 mg/80 mg film-coated  tablets
Vosustat,sol. - 5 ml; 10 ml; 20  ml x 20; x 50
Vosustat,solvent for parenteral  use
Vosustat,tabl. film prolong 150  mg x 30; x 60
Vosustat,"4,6 mg/24 h transdermal  patch"
,"9,5 mg/24 h transdermal  patch"
"Одобрени  КХП на лекарствени продукти, разрешени за употреба в Р. България",1000 IU von Willebrand  factor and 1000 IU factor VIII powder  and solvent for solution for injection
,"powd. inj. + solv. 450  IU 0,1% - 5 ml"
търговско  наименование:,500 IU von Willebrand  factor and 500 IU factor VIII powder and solvent for solution for injection
,30 mg/30 mg.g ointment
Walzera,
Walzera,
Walzera,описание:
Wamlox,75 ml oral solution
Wamlox,"50 microgrms/ml + 5  mg/ml eye drops, solution"
Wamlox,"50 micrograms/ml eye  drops, solution"
Wamlox,"50 micrograms/ml eye  drops, solution"
Wamlox,"0,05 mg/5 mg/ml eye  drops"
Water  For Injection Demo,150 mg film - coated  tablets
Water  For Injections CSL Behring,500 mg film - coated  tablets
Wellbutrin,"50 micrograms/0,5 mg/g  gel"
Werendi,"0,5 mg tablets"
Werendi,"0,25 mg tablets"
Wilate  1000,1 mg prolonged - release  tablets
Wilate  450,2 mg prolonged - release  tablets
Wilate  500,"0,5 mg prolonged -  release tablets"
Wishnesky,"10,8 mg implant in  pre-filled syring"
,"10,8 mg implant in  pre-filled syring"
"Одобрени КХП на лекарствени продукти, разрешени за употреба в Р.  България",25 mg film - coated  tablets
,10 mg hard capules
търговско  наименование:,15 mg hard capules
,20 mg hard capules
X  - Prep,15 mg film - coated tablets
Xalacom,20 mg film - coated tablets
Xalatan,10 mg film - coated talets
Xaloptic,2.5 mg film - coated talets
